ID;COD_COMPONENTE;IMG_LATOSX;IMG_LATODX;CLASSE_LATOSX;CLASSE_LATODX;CLASSE_ASTASX;CLASSE_ASTADX;CLASSE_CALCIOSX;CLASSE_CALCIODX
1694;12;20200525181952.png;20200525181932.png;4;4;4-;4+;4+;4+
1695;12;20200525182046.png;20200525182029.png;4;4;4+;4+;4+;4+
1696;12;20200525182330.png;20200525182314.png;4;4;4;4;4-;4-
1697;12;20200525182418.png;20200525182403.png;4;4;4;4;4-;4-
1698;12;20200525190657.png;20200525190642.png;4;4;4-;4+;4-;4-
1699;12;20200525190814.png;20200525190754.png;4;4;4-;4;4-;4
1700;3;20200525194125.png;20200525194103.png;3;3;3+;2-;3-;3-
1701;3;20200525194237.png;20200525194212.png;3;3;3-;3;3-;3
1702;3;20200525194340.png;20200525194319.png;3;3;3+;3;3-;3
1703;3;20200525194442.png;20200525194419.png;3;3;3;3-;3;3
1704;3;20200525194550.png;20200525194529.png;3;3;3+;3+;3-;3
1705;3;20200525194641.png;20200525194626.png;3;3;3-;3;3-;3-
1706;3;20200525194732.png;20200525194716.png;3;3;3-;3+;3-;3
1707;3;20200525194816.png;20200525194803.png;3;3;3-;3-;3-;3-
1708;3;20200525194919.png;20200525194856.png;3;3;2+;1;3-;3-
1709;3;20200525195009.png;20200525194955.png;3;3;3+;3;2+;2+
1710;3;20200525195057.png;20200525195043.png;3;3;2+;2-;2+;2+
1711;3;20200525195146.png;20200525195131.png;3;3;2+;3;2+;2+
1712;3;20200525195227.png;20200525195214.png;3;3;2;2+;2+;2+
1713;3;20200525195323.png;20200525195313.png;3;3;2+;2+;2+;2+
1714;3;20200525213127.png;20200525213112.png;3;3;3;3-;3-;3-
1715;3;20200525213213.png;20200525213200.png;3;3;3+;3-;3-;3-
1716;3;20200525213252.png;20200525213243.png;3;3;3-;3-;3-;3-
1717;3;20200525213332.png;20200525213323.png;3;3;3-;3-;3-;3-
1718;3;20200525213412.png;20200525213403.png;3;3;3-;3-;3-;3-
1719;3;20200525213457.png;20200525213443.png;3;3;2-;2-;3-;3-
1720;3;20200525213545.png;20200525213536.png;3;3;3-;3-;3-;3-
1721;3;20200525213623.png;20200525213613.png;3;3;3-;3-;3-;3-
1722;3;20200525213658.png;20200525213647.png;3;3;3-;3-;3-;3-
1723;3;20200525213739.png;20200525213728.png;3;3;3;3;3-;3-
1724;3;20200525213813.png;20200525213805.png;3;3;3;3;3-;3-
1725;11;20200526173259.png;20200526173244.png;2;2;2;2+;2+;2+
1726;11;20200526173349.png;20200526173335.png;2;2;2;2-;2;2+
1727;11;20200526173443.png;20200526173428.png;2;2;2;2;2;2+
1728;11;20200526173550.png;20200526173533.png;2;2;2+;2+;2;2+
1729;11;20200526173723.png;20200526173659.png;2;2;2;2;2;2
1730;11;20200526173816.png;20200526173803.png;2;2;1;1;2+;2+
1731;11;20200526173859.png;20200526173849.png;2;2;2+;2+;2+;2+
1732;11;20200526173942.png;20200526173931.png;2;2;2+;2+;2+;2+
1733;11;20200526174031.png;20200526174018.png;2;2;2;2+;2;2+
1734;11;20200526174126.png;20200526174112.png;2;2;2-;2;2+;2+
1735;11;20200526174229.png;20200526174218.png;2;2;2+;2+;2+;2+
1736;11;20200526174346.png;20200526174328.png;2;2;2+;2+;2-;2+
1737;11;20200526174434.png;20200526174422.png;2;2;2-;2-;2-;2+
1738;11;20200526174558.png;20200526174545.png;2;2;2-;2-;2+;2-
1739;11;20200526192729.png;20200526192716.png;2;2;1;2-;2-;2-
1740;11;20200526192813.png;20200526192802.png;2;2;2-;2-;2-;2-
1741;11;20200526192901.png;20200526192845.png;2;2;2-;2-;2-;2-
1742;11;20200526192944.png;20200526192932.png;2;2;2-;2-;2-;2-
1743;11;20200526193032.png;20200526193017.png;2;2;1;2-;2-;2-
1744;11;20200526193117.png;20200526193105.png;2;2;1;1;2-;2-
1745;11;20200526193205.png;20200526193156.png;2;2;2-;2-;2-;2-
1746;11;20200526193250.png;20200526193240.png;2;2;2-;2-;2-;2-
1747;11;20200526193335.png;20200526193323.png;2;2;2-;2+;2-;2-
1748;11;20200526193423.png;20200526193405.png;2;2;2-;2-;1;2-
1749;11;20200526193509.png;20200526193457.png;2;2;2-;2-;2-;2+
1750;11;20200526193553.png;20200526193540.png;2;2;2+;2+;2;2-
1751;11;20200526194734.png;20200526194723.png;2;2;2-;2;2-;2-
1752;11;20200526194818.png;20200526194809.png;2;2;2-;2-;2-;2-
1753;11;20200526195129.png;20200526195119.png;2;2;2-;2-;2-;2-
1754;11;20200526195249.png;20200526195238.png;2;2;2-;2-;2-;2-
1755;11;20200526195337.png;20200526195327.png;2;2;2-;2-;2+;2+
1756;11;20200526195417.png;20200526195408.png;2;2;2+;2+;2+;2+
1757;11;20200526195501.png;20200526195452.png;2;2;2+;2+;2+;2+
1758;11;20200526195541.png;20200526195532.png;2;2;2+;2+;2+;2+
1759;11;20200526195621.png;20200526195608.png;2;2;2-;2+;2+;2+
1760;13;20200528173714.png;20200528173659.png;2;2;2-;2-;2-;2-
1761;13;20200528173811.png;20200528173754.png;2;2;2-;2-;2-;2-
1762;13;20200528173922.png;20200528173901.png;2;2;2;2;2-;2
1763;13;20200528174018.png;20200528174006.png;2;2;2-;2-;2-;2-
1764;13;20200528174113.png;20200528174057.png;2;2;2-;2-;2-;2-
1765;13;20200528174200.png;20200528174147.png;2;2;2-;2-;2-;2-
1766;13;20200528174300.png;20200528174243.png;2;2;2+;2-;2-;2+
1767;13;20200528174351.png;20200528174339.png;2;2;2-;2-;2-;2-
1768;13;20200528174637.png;20200528174601.png;2;2;2-;2-;2-;2-
1769;13;20200528174829.png;20200528174812.png;2;2;2;2+;2+;2+
1770;13;20200528174920.png;20200528174905.png;2;2;2-;2-;2+;2+
1771;13;20200528175018.png;20200528175000.png;2;2;2-;2;2+;2+
1772;13;20200528175225.png;20200528175205.png;2;2;2+;2-;2+;2+
1773;13;20200528175854.png;20200528175755.png;2;2;2;2-;2+;2+
1774;13;20200528175945.png;20200528175927.png;2;2;2;2+;2+;2+
1775;13;20200528180031.png;20200528180018.png;2;2;2-;2-;2+;2+
1776;13;20200528180126.png;20200528180114.png;2;2;2;2;2+;2+
1777;11;20200528192247.png;20200528192236.png;2;2;2;2;2+;2+
1778;11;20200528192335.png;20200528192322.png;2;2;2;2;2+;2+
1779;11;20200528192424.png;20200528192413.png;2;2;2;2;2+;2+
1780;11;20200528192516.png;20200528192502.png;2;2;2;2+;2+;2+
1781;11;20200528192606.png;20200528192555.png;2;2;2+;2+;2+;2+
1782;11;20200528192652.png;20200528192642.png;2;2;2+;2+;2+;2+
1783;11;20200528192735.png;20200528192725.png;2;2;2+;2+;2+;2+
1784;11;20200528192816.png;20200528192807.png;2;2;2+;2+;2+;2+
1785;11;20200528193045.png;20200528193007.png;2;2;2+;2+;2+;2+
1786;11;20200528193223.png;20200528193212.png;2;2;2+;2+;2+;2+
1787;11;20200528193342.png;20200528193330.png;2;2;2+;2+;2-;2-
1788;11;20200528193435.png;20200528193419.png;2;2;2+;2;2-;2
1789;11;20200528193517.png;20200528193503.png;2;2;2;2+;2-;2-
1790;11;20200528193604.png;20200528193552.png;2;2;2-;2+;2-;2
1791;11;20200528193651.png;20200528193639.png;2;2;2-;2-;2-;2
1792;11;20200528193733.png;20200528193721.png;2;2;2-;2-;2-;2
1793;11;20200528193816.png;20200528193805.png;2;2;2-;2-;2;2
1794;11;20200528193906.png;20200528193856.png;2;2;2;2;2-;2-
1795;11;20200528193952.png;20200528193937.png;2;2;2-;2;2;2
1796;11;20200528194039.png;20200528194030.png;2;2;2-;2-;2-;2-
1797;3;20200528203650.png;20200528203639.png;3;3;3-;3-;3-;3-
1798;3;20200528203737.png;20200528203726.png;3;3;3-;3-;3-;3-
1799;3;20200528203824.png;20200528203810.png;3;3;3;3-;3;3-
1800;3;20200528203934.png;20200528203920.png;3;3;3-;3;3-;3-
1801;3;20200528204039.png;20200528204022.png;3;3;3+;2-;3-;3-
1802;3;20200528204131.png;20200528204120.png;3;3;3-;3-;3-;3-
1803;3;20200528204350.png;20200528204339.png;3;3;3-;3-;3-;3-
1804;3;20200528204441.png;20200528204428.png;3;3;3-;3+;3-;3-
1805;3;20200528204518.png;20200528204506.png;3;3;3-;3-;3-;3-
1806;3;20200528204603.png;20200528204553.png;3;3;3-;3-;3-;3-
1807;3;20200528204654.png;20200528204642.png;3;3;3+;3+;3-;3-
1808;3;20200528204740.png;20200528204729.png;3;3;3;3;3-;3-
1809;3;20200528204830.png;20200528204818.png;3;3;3-;2;3-;3-
1810;3;20200528204928.png;20200528204912.png;3;3;3+;3;3-;3-
1811;3;20200528205037.png;20200528205024.png;3;3;4-;4;3-;3-
1812;3;20200528205841.png;20200528205827.png;3;3;3;3;3-;3-
1813;3;20200528205937.png;20200528205922.png;3;3;3;3-;3-;3-
1814;3;20200528210029.png;20200528210016.png;3;3;3;3+;3-;3-
1815;3;20200529163952.png;20200529163936.png;3;3;3+;3-;3-;3-
1816;3;20200529164037.png;20200529164025.png;3;3;3-;3-;3-;3-
1817;6;20200529172017.png;20200529171958.png;4;4;4;4+;4+;4+
1818;6;20200529172109.png;20200529172052.png;4;4;4+;4;4+;4
1819;6;20200529172221.png;20200529172202.png;4;4;4-;4-;4-;4-
1820;6;20200529172330.png;20200529172313.png;4;4;4+;4+;4-;4-
1821;6;20200529172421.png;20200529172403.png;4;4;4+;4+;4-;4-
1822;6;20200529172520.png;20200529172458.png;4;4;4-;4;4-;4-
1823;6;20200529172614.png;20200529172559.png;4;4;4-;4-;4+;4-
1824;6;20200529172728.png;20200529172649.png;4;4;4+;4+;4-;4-
1825;6;20200529181313.png;20200529181301.png;4;4;4+;4+;4+;4+
1826;6;20200529181353.png;20200529181342.png;4;4;4+;4+;4+;4+
1827;6;20200529181447.png;20200529181427.png;4;4;4-;4-;4;4+
1828;6;20200529181709.png;20200529181657.png;4;4;4+;4+;4+;4+
1829;6;20200529181943.png;20200529181930.png;4;4;3+;3+;4-;4-
1830;14;20200529193152.png;20200529193138.png;4;4;4+;4;4+;4+
1831;14;20200529193525.png;20200529193511.png;4;4;4-;4-;4+;4+
1832;14;20200529193636.png;20200529193622.png;4;4;4+;4;4+;4+
1833;14;20200529193745.png;20200529193730.png;4;4;3+;3+;4+;4+
1834;14;20200529194136.png;20200529194038.png;4;4;3+;3+;4+;4+
1835;14;20200529194346.png;20200529194330.png;4;4;4;4-;4;4-
1836;14;20200529194441.png;20200529194427.png;4;4;4+;4-;4+;4+
1837;14;20200529194536.png;20200529194522.png;4;4;4+;4-;4+;4+
1838;14;20200529194705.png;20200529194654.png;4;4;4-;4-;4-;4-
1839;14;20200529194801.png;20200529194742.png;4;4;3;3;3+;3+
1840;14;20200529194905.png;20200529194852.png;4;4;4+;4+;4-;4-
1841;14;20200529195006.png;20200529194953.png;4;4;3+;3+;4-;4-
1842;14;20200529195107.png;20200529195051.png;4;4;3+;3+;4-;4-
1843;14;20200529195355.png;20200529195209.png;4;4;4-;3+;4-;4-
1844;14;20200529195453.png;20200529195439.png;4;4;4-;4-;4-;4-
1845;14;20200529195657.png;20200529195644.png;4;4;4-;4-;4-;4-
1846;14;20200529195750.png;20200529195735.png;4;4;4-;3+;4-;4-
1847;14;20200529195909.png;20200529195850.png;4;4;4+;4-;4-;4-
1848;14;20200529200019.png;20200529195956.png;4;4;3;4-;4-;3+
1849;14;20200529200152.png;20200529200123.png;4;4;3;3-;4-;4-
1850;14;20200529200427.png;20200529200241.png;4;4;4-;4-;3;4-
1851;14;20200529203751.png;20200529203735.png;4;4;4-;4-;4-;4-
1852;14;20200529203831.png;20200529203819.png;4;4;4-;4-;4-;4-
1853;14;20200529203909.png;20200529203858.png;4;4;4-;4-;4-;4-
1854;14;20200529205045.png;20200529205032.png;4;4;4-;4-;4-;4-
1855;14;20200529205132.png;20200529205116.png;4;4;4-;4-;4-;4-
1856;14;20200529205229.png;20200529205215.png;4;4;4-;4+;4-;4-
1857;15;20200603131629.png;20200603131612.png;4;4;4;4+;4;4
1858;15;20200603131724.png;20200603131710.png;4;4;4+;4+;4+;4-
1859;15;20200603131815.png;20200603131757.png;4;4;4-;4+;4+;4+
1860;15;20200603131911.png;20200603131858.png;4;4;4-;4-;4-;4-
1861;15;20200603131956.png;20200603131946.png;4;4;4-;4-;4-;4-
1862;15;20200603132048.png;20200603132037.png;4;4;4-;4-;4-;4-
1863;15;20200603132131.png;20200603132121.png;4;4;4+;4+;4-;4-
1864;15;20200603132250.png;20200603132233.png;4;4;4-;4-;4-;4+
1865;15;20200603132352.png;20200603132333.png;4;4;4+;4-;3+;3+
1866;15;20200603132505.png;20200603132453.png;4;4;4-;4-;4-;4-
1867;13;20200604083941.png;20200604083925.png;2;2;2;2+;2;2
1868;13;20200604084051.png;20200604084035.png;2;2;2+;2+;2+;2
1869;13;20200604090121.png;20200604090049.png;2;2;2;2+;2+;2+
1870;13;20200604090401.png;20200604090342.png;2;2;2+;2+;2;2
1871;13;20200604090500.png;20200604090444.png;2;2;2+;2+;1;2
1872;13;20200604090609.png;20200604090554.png;2;2;2+;2+;2-;2+
1873;13;20200604090718.png;20200604090701.png;2;2;2+;2+;2+;2+
1874;13;20200604090821.png;20200604090807.png;2;2;2+;2+;2+;2
1875;13;20200604090946.png;20200604090918.png;2;2;2+;2+;1;1
1876;13;20200604091308.png;20200604091250.png;2;2;2;2+;2;2
1877;13;20200604092625.png;20200604091732.png;2;2;2;2+;2;2
1878;13;20200604092718.png;20200604092706.png;2;2;2+;2+;2+;2+
1879;13;20200604092811.png;20200604092800.png;2;2;2+;2+;1;1
1880;13;20200604092907.png;20200604092855.png;2;2;2+;2+;1;1
1881;13;20200604124345.png;20200604124330.png;2;2;2+;2+;2+;2
1882;13;20200604124701.png;20200604124650.png;2;2;2+;2+;2+;2+
1883;13;20200604124819.png;20200604124805.png;2;2;2+;2+;2+;2
1884;13;20200604124913.png;20200604124855.png;2;2;2+;2;2;2
1885;13;20200604125007.png;20200604124954.png;2;2;2+;2+;2;2+
1886;13;20200604125053.png;20200604125041.png;2;2;2+;2+;1;1
1887;13;20200604125141.png;20200604125128.png;2;2;2+;2+;1;2-
1888;15;20200604132507.png;20200604132455.png;4;4;4+;4+;4-;4-
1889;15;20200604132602.png;20200604132547.png;4;4;3;3+;4-;4-
1890;15;20200604132716.png;20200604132656.png;4;4;3+;4-;3+;3+
1891;15;20200604132819.png;20200604132806.png;4;4;4-;4;4-;4-
1892;15;20200604132919.png;20200604132905.png;4;4;4-;4-;4-;4-
1893;15;20200604133021.png;20200604133006.png;4;4;4-;4;4-;4
1894;15;20200604133140.png;20200604133127.png;4;4;4-;4-;3+;3+
1895;15;20200604133252.png;20200604133230.png;4;4;4-;4;4-;4-
1896;15;20200604133353.png;20200604133337.png;4;4;4-;4+;4-;4
1897;15;20200604133456.png;20200604133437.png;4;4;4;4-;3+;4-
1898;15;20200604133553.png;20200604133542.png;4;4;4-;4-;4-;4-
1899;15;20200604133652.png;20200604133636.png;4;4;3;3;4-;4-
1900;15;20200604133752.png;20200604133737.png;4;4;4-;4-;4-;4
1901;15;20200604133846.png;20200604133831.png;4;4;4-;4+;4-;4
1902;15;20200604133935.png;20200604133924.png;4;4;4-;4-;4-;4-
1903;15;20200604134029.png;20200604134013.png;4;4;4-;4-;4;4-
1904;15;20200604134120.png;20200604134109.png;4;4;4-;4-;4-;4-
1905;15;20200604140549.png;20200604140531.png;4;4;4-;4-;4+;4+
1906;15;20200604140653.png;20200604140638.png;4;4;3+;4-;4-;4-
1907;15;20200604140803.png;20200604140749.png;4;4;4+;4+;4-;4-
1908;15;20200604140917.png;20200604140857.png;4;4;3+;4-;4-;4+
1909;15;20200604141018.png;20200604141003.png;4;4;4-;4-;4;4-
1910;15;20200604141122.png;20200604141108.png;4;4;4-;4-;4-;4+
1911;15;20200606074222.png;20200606074211.png;4;4;4-;4-;4+;4+
1912;15;20200606074311.png;20200606074258.png;4;4;4-;4-;4+;4+
1913;15;20200606074433.png;20200606074411.png;4;4;4+;4;4+;4
1914;15;20200606074605.png;20200606074546.png;4;4;4+;4+;4;4
1915;3;20200609213724.png;20200609213713.png;3;3;3-;3-;3-;3-
1916;3;20200609213812.png;20200609213758.png;3;3;3;3;3-;3-
1917;3;20200609213900.png;20200609213844.png;3;3;3;3-;3;3
1918;3;20200609213948.png;20200609213935.png;3;3;3+;3+;3;3
1919;3;20200609214032.png;20200609214018.png;3;3;3-;3;3;3-
1920;3;20200609214117.png;20200609214105.png;3;3;3-;3-;3-;3-
1921;3;20200609214156.png;20200609214143.png;3;3;3;3-;3-;3-
1922;3;20200609214241.png;20200609214224.png;3;3;3-;3-;3-;3
1923;3;20200609214333.png;20200609214315.png;3;3;3+;3;3-;3
1924;10;20200825180901.png;20200825180918.png;4;4;4;4;4;4
1925;10;20200825181058.png;20200825181300.png;3;3;3+;3;3;3+
1926;10;20200825181427.png;20200825181503.png;3;3;3;3;3;3
1927;10;20200825181909.png;20200825181932.png;5;5;5;5;5;5
1928;10;20200929112735.png;20200929112447.png;3;3;3;3;3;3
1929;10;20200929113215.png;20200929112928.png;3+;3+;3+;3;3+;3+
1930;10;20200929113853.png;20200929113607.png;3+;3+;3;3;3+;3+
1931;10;20200929114720.png;20200929114259.png;3+;3+;3+;3;3+;3
1932;10;20200929115129.png;20200929114950.png;3+;3+;3+;3+;3+;3+
1933;10;20200929115704.png;20200929115539.png;3+;3+;3+;3+;3+;3+
1934;10;20200929121119.png;20200929120851.png;3;3+;3;3+;3;3+
1935;10;20200929122440.png;20200929122256.png;3+;3+;3+;3;3;3+
1936;10;20200929122824.png;20200929122632.png;3+;3+;3+;3+;3+;3+
1937;7;20201010062212.png;20201010062038.png;3+;3+;3+;3;3+;3+
1938;7;20201010063406.png;20201010063308.png;3+;3+;3+;3+;3+;3+
1939;7;20201010064342.png;20201010063535.png;3+;3+;3+;3+;3+;3+
1940;7;20201010064803.png;20201010064540.png;3+;3+;3+;3+;3+;3+
1941;7;20201010065218.png;20201010065119.png;3+;3+;3+;3+;3+;3+
1942;7;20201010070727.png;20201010070550.png;3+;3+;3+;3;3;3
1943;7;20201010071202.png;20201010071012.png;3+;3+;3+;3+;3+;3+
1944;7;20201010071452.png;20201010071339.png;3+;3+;3;3;3+;3+
1945;7;20201010071750.png;20201010071613.png;3+;3+;3+;3+;3+;3+
1946;7;20201010072638.png;20201010072533.png;3+;3+;3+;3+;4;4
1947;7;20201010072919.png;20201010072821.png;3+;3+;3+;3+;3+;3+
1948;7;20201010073246.png;20201010073130.png;3+;3+;4;4;4;4
1949;7;20201010073540.png;20201010073422.png;3+;3+;3+;3+;3+;3+
1950;7;20201010073902.png;20201010073756.png;3+;3+;3;3;3+;3+
1951;7;20201010074439.png;20201010074122.png;3+;3+;3;3;3+;3+
1952;7;20201010074951.png;20201010074828.png;3+;3+;3;3;3+;3
1953;7;20201010075239.png;20201010075125.png;3+;3+;3;3+;3+;3+
1954;7;20201010080733.png;20201010080556.png;3+;3+;3;3;3+;3
1955;7;20201010081058.png;20201010081002.png;3+;3+;3+;3+;3+;3+
1956;7;20201010081347.png;20201010081228.png;3+;3+;3;3;3;3
1957;7;20201010081635.png;20201010081531.png;3+;3+;3;3;3;3
1958;7;20201010081859.png;20201010081758.png;3+;3+;3+;3+;3+;3+
1959;7;20201010082129.png;20201010082024.png;3+;3+;3;3;3+;3+
1960;7;20201010083714.png;20201010082253.png;3+;3+;3+;3+;3+;3+
1961;7;20201010084156.png;20201010083933.png;3+;3+;3+;3+;3+;3+
1962;7;20201010084509.png;20201010084352.png;3+;3+;3;3+;3+;3+
1963;7;20201010084756.png;20201010084644.png;3+;3+;3+;3+;3+;3+
1964;7;20201010085619.png;20201010085510.png;3+;3+;3+;3+;3+;3+
1965;7;20201010085940.png;20201010085755.png;3+;3+;3+;3+;4;3+
1966;7;20201010090220.png;20201010090108.png;3+;3+;3+;3;3+;3+
1967;7;20201010090522.png;20201010090403.png;3+;3+;3+;3+;3;3
1968;7;20201010090804.png;20201010090703.png;3+;3+;3;3;3;3
1969;7;20201010091100.png;20201010090953.png;3+;3+;3+;3+;3;3+
1970;7;20201010091451.png;20201010091243.png;3+;3+;3+;3+;3+;3+
1971;7;20201010091809.png;20201010091646.png;3+;3+;3+;3;3+;3+
1972;7;20201010092243.png;20201010092119.png;3+;3+;3;3+;3;3+
1973;7;20201010092648.png;20201010092408.png;3+;3+;3+;3+;3+;3+
1974;7;20201010093559.png;20201010093434.png;3+;3+;3+;3+;3+;3+
1975;7;20201010094414.png;20201010093734.png;3+;3+;3+;3+;3;3
1976;7;20201010094641.png;20201010094545.png;3+;3+;3+;3+;3+;3+
1977;7;20201010101746.png;20201010101643.png;3+;3+;3+;3+;3;3+
1978;7;20201010102332.png;20201010102231.png;3+;3+;3+;3+;3+;3+
1979;7;20201010102631.png;20201010102501.png;3+;3+;3+;3+;3+;3+
1980;7;20201012070712.png;20201012065838.png;3+;3+;3;3+;3;3+
1981;7;20201012083029.png;20201012071615.png;3+;3+;3+;3+;3+;3+
1982;7;20201012134236.png;20201012090331.png;3+;3+;3;3;3;3
1983;7;20201013103558.png;20201013103450.png;3+;3+;3+;3+;3+;3+
1984;7;20201029115940.png;20201029115812.png;3+;3+;3+;3+;3+;3+
1985;7;20201029120232.png;20201029120120.png;3+;3+;2;2;3;3
1986;7;20201029120526.png;20201029120423.png;3+;3+;3+;3;3+;3
1987;7;20201029120821.png;20201029120714.png;3+;3+;3;3+;3;3
1988;7;20201029121041.png;20201029120944.png;3+;3+;3;3;3;3
1989;7;20201029121314.png;20201029121207.png;3+;3+;3+;3+;3+;3+
1990;7;20201029121544.png;20201029121443.png;3+;3+;3;2;3;3
1991;7;20201029121807.png;20201029121709.png;3+;3+;3+;3+;3+;3+
1992;7;20201029122121.png;20201029121930.png;3+;3+;3;3;3;3+
1993;7;20201029122411.png;20201029122311.png;3+;3+;3;3;3+;3+
1994;7;20201029123903.png;20201029123752.png;3+;3+;3;3+;3+;3+
1995;7;20201029125315.png;20201029125216.png;3+;3+;3;3;3+;3+
1996;7;20201029125548.png;20201029125437.png;3+;3+;3+;3+;3+;3+
1997;7;20201029130733.png;20201029130223.png;3+;3+;3;3;3;3
1998;7;20201029131521.png;20201029130859.png;3+;3+;3+;3+;3+;3+
1999;7;20201029134906.png;20201029132301.png;3+;3+;3+;3+;3+;3+
2000;7;20201029135138.png;20201029135040.png;3+;3+;3+;3+;3+;3+
2001;7;20201030105026.png;20201030104917.png;3+;3+;3+;3+;3;3+
2002;7;20201030105334.png;20201030105228.png;3+;3+;3+;3;3+;3
2003;7;20201030105633.png;20201030105524.png;3+;3+;3+;3;3;3+
2004;7;20201030125104.png;20201030124844.png;3+;3+;3+;3+;3+;3+
2005;7;20201030140853.png;20201030134514.png;3+;3+;3+;3;3;3
2006;7;20201031073646.png;20201031073547.png;3+;3+;3;3+;3;3
2007;7;20201031073935.png;20201031073810.png;3+;3+;3+;3+;3+;3+
2008;7;20201031075218.png;20201031074354.png;3+;3+;3+;3+;3+;3+
2009;7;20201031075459.png;20201031075351.png;3+;3+;3+;3;3+;3
2010;7;20201031075743.png;20201031075626.png;3+;3+;3+;3+;3+;3+
2011;7;20201031080048.png;20201031075951.png;3+;3+;3+;3+;3+;3+
2012;7;20201031080422.png;20201031080247.png;3+;3+;3+;3+;3+;3+
2013;7;20201031081545.png;20201031081202.png;3+;3+;3+;3+;3+;3+
2014;7;20201031082839.png;20201031082044.png;3+;3+;3+;3+;3+;3+
2015;7;20201031083244.png;20201031083118.png;3+;3+;3;3;3;3+
2016;7;20201031083602.png;20201031083453.png;3+;3+;3+;3;3+;3+
2017;7;20201031084355.png;20201031083740.png;3+;3+;3;3;3;3+
2018;7;20201031084948.png;20201031084745.png;3+;3+;3;3;3+;3+
2019;7;20201031085334.png;20201031085205.png;3+;3+;3;3;3+;3+
2020;7;20201031085752.png;20201031085507.png;3+;3+;3+;3+;3+;3+
2021;7;20201031090000.png;20201031085900.png;3+;3+;4;3+;3+;3+
2022;7;20201031090433.png;20201031090158.png;3+;3+;3+;3+;3+;3+
2023;7;20201031090702.png;20201031090549.png;3+;3+;3;3;3;3+
2024;7;20201031091008.png;20201031090855.png;3+;3+;3+;3;3+;3+
2025;7;20201031091303.png;20201031091127.png;3+;3+;3+;3+;3+;3+
2026;7;20201031091815.png;20201031091720.png;3+;3+;3+;3+;3+;3+
2027;7;20201031092253.png;20201031091941.png;3+;3+;3;4;3+;3+
